Ratings,Comment,Reviews
2,Not good,within month mic work properly receiver hear voice properly
1,Horrible,lot network issue sim always shoe networkduring automatically call disconnect get voicebattery back horrible value money
5,Fair,try first time loving hour screen time light game
5,Mind-blowing purchase,product red iphone se look beautiful good battery need improvement phone look premium
5,Fabulous!,good
3,Fair,everything perfect usualbut disappointing thing package include travel adapter earphoneother everything seem good worth money
4,Delightful,per expectation
5,Just wow!,camera wow
5,Super!,best phone use camera performance gud expect satisfy phone bad thing phone battery performance gud
4,Very Good,apple brand
5,Perfect product!,first iphone like much one thing miss call recording
5,Its worth selling my kidney,android user past decade think switch iphone experience get premium classy go battery backup great mah battery
5,Super!,battery small heavy user go optionsoverall excellent
4,Very Good,one less star apple policy provide adapter phone charge old iphone charger
5,Classy product,impressive
5,Best in the market!,perfect phone work home small screen ensure get distract social medium video stream apps limited battery capacity offset home charge anytime would recommend intend phone long
5,Excellent,student go tit save precious time
5,Great product,great modify phone le price new phone young generation
3,Decent product,battery backup badotherwise perfect ply anyone suggest adaptorwhich adaptor well wow buy
5,Mind-blowing purchase,camera really good battery great performance overall great
4,Value-for-money,good battery back good
5,Must buy!,i 'm soo happy super phone like first iphone
5,Awesome,think buy one plus purchased se regret great phone easy carry always
2,Expected a better product,get hot charging
5,Excellent,amaze
3,Decent product,iphone model costly
4,Really Nice,worst battery best product
5,Terrific purchase,phone great
5,Fabulous!,amaze good quality
5,Worth every penny,loveeee chou phone
1,Waste of money!,stop work two month small crack back glass service center tell warranty cover crack happen one month back related issue phone warranty cover waste money
5,Highly recommended,amaze phone
4,Good quality product,screen size perfect use android long time however camera performance best
4,Worth the money,value money
3,Just okay,heat issue
5,Great product,product absolutely awesomethis phone someone like small screen size someone want iphone within budget late feature run smooth
5,Worth every penny,day one slip hand take hit display side height damage iphonegreat thank touch display camera build feature great home button bit hard yes little extra battery life need
5,Super!,one best purchase entire online shopping
5,Worth every penny,awesome great
5,Simply awesome,flippant give good deal also good money old iphone good purchase experience flippant
5,Fabulous!,apple basic variant first iphone pros every feature expectation especially love portrait photographycons battery however dark theme intermittent internet usage manage
5,Terrific,best iphone ever
5,Worth every penny,everything phone perfect compact display speed premium material guy use phone year use month sure
1,Worthless,expect well battery life disappoint
4,Worth the money,everything good battery issue play game ur norma user problem You enjoy
4,Value-for-money,beautiful
5,Super!,choose new iphone save ton money need pricker phone nothing complain moment come
5,Perfect product!,se good phone butt buttery charge
5,Brilliant,top class camera security
5,Simply awesome,product
5,Perfect product!,awesome
5,Best in the market!,budget phone
5,Great product,miracle performance camera good multimedia basic user worth mobile
4,Good quality product,everything gud phone except battery backup
5,Mind-blowing purchase,nice
5,Highly recommended,display small
1,Horrible,really like phone due battery issue
4,Value-for-money,best camera battery low
5,Highly recommended,want iphone adjust battery life small screen go without second thought
4,Worth the money,great mobile addict cell phone battery last day awesome like small display phone
5,Best in the market!,best iphone price small device definitely average battery life You love performance camera
5,Highly recommended,sub mobile first iphone touch brilliant love mobile
5,Super!,still keep identity iphone come existence that 's many folk still buy around touchdown button small size screen handy fit operable one headlight weight premium looksmost important thing budget even normal salaried person buy easily emi
4,Good choice,review day use smallpowerful handy work smoothie big problem battery non game hence impact much prefers play game really give second thought overall satisfy
5,Best in the market!,comment
5,Classy product,good iphone
1,Did not meet expectations,bad shopping experience flippant
5,Worth every penny,work well till system go properly
5,Excellent,think review must require apple product
5,Great product,good handy product
5,Excellent,apple product speak quality new one work good let review month use
1,Useless product,battery backup poormoney lose
4,Delightful,battery long last phone get heat charge
5,Perfect product!,write review use month battery backup good camera also well overall love
5,Terrific purchase,white look good
5,Wonderful,finally get iphone white thank flippant receive day delivery date product simply super expect apple ill give review use product day
1,Utterly Disappointed,battery performance poor
3,Just okay,display bright look yellowish dull everyone phone anyone respond plus
3,Just okay,feature excellent main problem battery last hour
3,Does the job,nice product good performance
5,Perfect product!,awesome love
5,Simply awesome,awesome phone
5,Brilliant,great device aspect performance excellent camera video sound quality
1,Terrible product,poor productsdont use flippant apply one respond product return
5,Just wow!,great product battery life big issue iphone se give hour life
5,Best in the market!,long term user iphone pretty satisfiedcompact phone advance feature
5,Super!,good
5,I love this little one!,awesomest little monster one single camera beat triple quad camera phone price range little much battery could helpful performance need describe
4,Pretty good,camera performance good play heavy game connect xbox controller screen small play phone battery good lite usage last day
1,Worthless,dont buy dont buy battery tremendous drop issue battery health decrease within month
5,Highly recommended,battery drain fast performance crazy
5,Awesome,value money
5,Worth every penny,excellent device You use normal day day purpose good game medium small display less battery capacity
5,Perfect product!,best phone apple affordable price
1,Absolute rubbish!,power adapter new mobile without charger
4,Value-for-money,everything good except battery battery bad price point could better
5,Highly recommended,small equal big one
5,Highly recommended,nice quality good money worth
4,Good quality product,first iphones think perform nicelywhen compare android main drawback battery heavy user like gamer suitable guy apart awesome
5,Wonderful,best budget iphone ever
1,Terrible product,phone good give adapter charge difficult charge
5,Fabulous!,nice product use since june problem find
4,Really Nice,good enough write get nice
5,Terrific,nice product
4,Good choice,good
5,Best in the market!,nice
5,Brilliant,know lead display bad side phone battery back otherwise handy super fast phone use small light weight phone relief
5,Best in the market!,happy pin high processor
5,Mind-blowing purchase,overall good phone price everything look good hype camera camera ok
4,Really Nice,good product fast delivery
5,Just wow!,nice product
5,Simply awesome,battery backup main issue wise problem camera mobile excellent disappointed battery backup
5,Terrific purchase,specific handy donewith good feature
4,Wonderful,value money
5,Simply awesome,suitable long term user can not compromise performance
5,Classy product,powerful iphone low price thanks apple
5,Terrific,heavy user camera quality superb good phone camera performance top level
5,Great product,superb price point go guy
5,Simply awesome,excellent mobile never use beforebut charge dissatisfy
4,Worth the money,bad plus power adapter
3,Good,excellent phone issue battery back
5,Wonderful,iphone else need value money always
1,Worthless,handset heat charge original iphone charger heat game watch video also
5,Awesome,nice phone battery issue
5,Must buy!,awesome phone love small form factorbattery last whole day normal useperfect everything
5,Great product,everything awesome love small screen
4,Value-for-money,value money quick delivery
1,Terrible product,bad buy first start one hour switch work dead
1,Horrible,bad product go dead anytime anywhere sleep mode work properly even apple support issue
5,Super!,love
4,Good quality product,good
5,Brilliant,everything good sometimes phone heat fast
5,Excellent,brilliant performance process
5,Terrific,android oflove performance load phone
4,Really Nice,really good go performance
5,Fabulous!,good device easy use slim sexy
1,Not recommended at all,charger
1,Waste of money!,hate product battery drain issue heat normal use able use day charge around battery use normal apps use sim
5,Fabulous!,nice camera iphone good product
5,Super!,best
5,Classy product,nice
5,Brilliant,totally worth money first ever apple product i 'm impressed phone may feel bit small initially quickly get use day term performance beast touch feel premium go phone onerous word pixel regret peace
5,Wonderful,must buy
3,Fair,handy phone classy look little bit disappointed battery backup
5,Super!,good use phone normally moderate user avoid buy drawback battery capacity good rest fine
3,Nice,device get heat unnecessarily
5,Brilliant,good
2,Could be way better,phone okay battery life good
5,Great product,excellent picture qualitybut want wide angle go late version
5,Must buy!,excellent
5,Classy product,nice phone
5,Best in the market!,great iphone price best gifting parent
3,Just okay,generally brand phone
2,Slightly disappointed,overall good phone con battery bad last complete day last half day battery size need improvement
5,Excellent,bionic processor motion processor dual sim feature ip standard water resistance barometer axis gyro accelerometer proximity sensor ambient light sensor digital compass micro location ups qi charge count price brand name
5,Terrific purchase,value money product
4,Worth the money,overall satisfy productive con battery regularly carry charger battery hold much longer continuous usage charge device twice day
5,Classy product,chic magnet
1,Worst experience ever!,seem refurbish product
5,Mind-blowing purchase,nice
5,Best in the market!,nice phone problem battery display size
1,Not recommended at all,dont waste money
1,Unsatisfactory,bad
5,Worth every penny,buy without adapter
5,Worth every penny,receive excellent product service flippant
4,Good quality product,best phone price
5,Brilliant,superb
4,Good choice,draw back battery life vessel that 's good phone price
5,Perfect product!,fabulous
1,Unsatisfactory,worst apple phone
5,Fabulous!,nice phone
5,Worth every penny,amaze phone perfect size
1,Unsatisfactory,bad experience flippant apple
5,Worth every penny,love phone
5,Mind-blowing purchase,amaze phonetic phone battery issueotherwise phone best
5,Classy product,nice phone light weight slim phone thanks flippant ur fast delivery
5,Highly recommended,really handy
5,definitely worth buying,love lot smooth performance seamless experience
3,Decent product,product get heated cage also battery life minimal even minimal use
5,Must buy!,love it
5,Super!,really super
4,Wonderful,camera performance good
5,Best in the market!,value money unhand use
5,Perfect product!,get phone price range beast go
5,Just wow!,like first iphone
5,Terrific purchase,om camera good performance low price
4,Delightful,good
5,Best in the market!,nonsense phone job good battery life
4,Value-for-money,camera excellent product good apple product superb
4,Wonderful,overall budget smartphone apple line
5,Best in the market!,value money mobile light good matter daylight camera flagship level performance side processor beat iti average user battery good last day issue camera multiple mode good device young people favourite colour white biz uniquely design thanks apple flippant
5,Classy product,good one
5,Highly recommended,amaze camera performance
5,Fabulous!,use android phone feel premium feel iphone hold use vibrationshaptic engine even sound speaker really nice even think phone small everything extremely well issue battery life good depend You use phone phone charge fast battery small get phone get power bank go away charger often
4,Delightful,everything amaze phone except battery
5,Wonderful,good inch display phone love ifonly problem battery drain early
3,Nice,adapter charge mobile phone phone charge
5,Best in the market!,comment
5,Perfect product!,good product
4,Delightful,screen size small battery long
5,Classy product,awesome
5,Great product,best cell phone price
5,Simply awesome,go consider display size
5,Great product,great phone display small
4,Good quality product,well poor nice camera good product
5,Super!,excellent
5,Fabulous!,nice phone
5,Great product,nice
5,Fabulous!,oooooh
4,Good quality product,good
5,Brilliant,good mobile
5,Worth every penny,camera goodsound quality ca n't explain wordsperformance goodoverall experience beast
5,Terrific,great product apple
5,Super!,thank flippant
5,Fabulous!,charger go order within month
5,Just wow!,battery bad could bite good except awesome device
5,Worth every penny,nice camera
5,Highly recommended,comfortable hold huge phone love
4,Delightful,yo
5,Perfect product!,really good use first apple phone
5,Best in the market!,good
4,Really Nice,nice mobile reasonable pricemust purchase
5,Simply awesome,battery life bad except everything else perfect go price would recommend people buy discount
5,Awesome,middle class best phone
5,Awesome,best
5,Excellent,superb quality importantly price phone really good
5,Terrific purchase,awesome phone display small performance perfect powerful
5,Simply awesome,good one
4,Good quality product,con battery everything okay
5,Best in the market!,battery health drop within day rest phone
3,Decent product,low signal reception realise use month low power antenna even low iphones iphone apple cheap companydisappointed
5,Awesome,You dont iphone dont iphone phone fulfill desire iphone want gift love one self get late update camera quality beyond expectation loud speaker ear piece call add advantage get earphone charger box stop basic model iphones
5,Wonderful,exceptionally goodeverything perfect device include screen size battery average user easily get entire day single charge
5,Terrific purchase,nice phone
3,Decent product,battery totally bad use internet call phone get heat
5,Must buy!,four month direct point phone best light user everything best expect battery life heavy user otherwise one masterpiecealso wait sale
2,Could be way better,battery drain quickly especially internet data usage camera quality great
5,Mind-blowing purchase,awesome iphone mobile
4,Worth the money,premium gesture handy figure solid hardware faster softwarebattery ok like mah androidone thing must check buying cell book adapter ear pod
5,Brilliant,good product
5,Mind-blowing purchase,first iphone really glad move android difference great
5,Awesome,nice
5,Best in the market!,good
5,Brilliant,there 's need review apple product excellent
5,Must buy!,awesome
5,Highly recommended,hand feel experience nice iphone
5,Must buy!,awesome iphone
5,Terrific purchase,best phone
5,Wonderful,wonderful picture shoot iphone
5,Perfect product!,nice product
5,Classy product,wow
4,Value-for-money,good daily use
5,Fabulous!,original product
1,Worst experience ever!,ok
5,Just wow!,phone fantastic concern battery usage
5,Awesome,nice phone
5,Classy product,wonderful
3,Just okay,use month overall good battery drain speed
5,Terrific purchase,good worth price
4,Really Nice,except battery backup feel everything satisfactory
5,Fabulous!,every thing superb colour black look like dark grey
5,Fabulous!,good
5,Highly recommended,good beautiful
5,Perfect product!,ish phone
3,Does the job,model overheat issue day one struggling use
4,Wonderful,good buy worth money
4,Very Good,battery good
5,Perfect product!,nice
5,Awesome,mobile excellent everyone
5,Highly recommended,mobile display camera performance good felt update compare old model expect someone develop even battery life gadget apart phone good
5,Super!,great product
4,Good choice,phone good aspect except battery drain fast
5,Brilliant,nice product
5,Excellent,photography awesome battery ok performance smooth display brilliant
3,Good,undoubtedly great phonebut bad service flipkartduring search enter show iphone se earbuds adaptor add cart update iphone without adaptor earwigsand shockingly price advertise one accessory mention mention price without accessory come lightning cable type expensive adaptor leave choicehad put
5,Terrific purchase,lovely phone receive thanks flippant worth buying
5,Just wow!,beauty
5,Brilliant,one best phone range awesome camera style
5,Terrific purchase,excellent
5,Fabulous!,phone simply amaze mainly use mobile call whatsapp also wire transfer youtube often dont see issue battery charge day
5,Perfect product!,good one like vintage apple set market flood bad look triple quadruple camera
4,Worth the money,overall phone great battery last hour full charge
5,Worth every penny,comfortablecamera everything great
5,Classy product,nyccc phone battery also good run maximum day cheap best phone
5,Worth every penny,iphone se great display best cameratouch id accurate smooth display picture quality stereo speaker well goodperformance awesome best budget apple product
5,Mind-blowing purchase,wonderful camera awesome performance compact power house last unto continuous usage
5,Wonderful,fabulous iphone thanks flippant first phone loving
1,Very poor,per description accessory receive charger earphone flippant ready accept fault
4,Nice product,superb product compact handy battery capacity little low try stream youtube live stream use mobile data battery overall satisfy
5,Terrific,good product
5,Terrific purchase,good deal value money
3,Does the job,pro size phonecon battery porno charger head phone
4,Delightful,phone expect
5,Wonderful,get mobile superb purchase
5,Wonderful,work expectedvalue moneysturdy form factor
4,Wonderful,great apple budget phone mediocre battery
1,Worthless,per mention dint receive power adapter earphone
5,Best in the market!,would best budget smartphone photography photographer tend use daily driver never disappoint night shot might expect mobile phone rawness image take lens overprocessing give enough room post process imagebattery although problem people dont complain overuse phone check video qua
4,Very Good,nice product
5,Best in the market!,value money phonebest performance photography good door
4,Very Good,okay phone battery minus phone day mobile phone come big battery
5,Worth every penny,good camera
1,Utterly Disappointed,poor battery
5,Worth every penny,outstanding performancestunning red colourvalue money nice cameraloved
3,Just okay,nice bit provide adapter atleast
5,Excellent,awesome phone
5,Mind-blowing purchase,simply awesome
5,Brilliant,great product drawback battery backup
5,Highly recommended,phone se good charge adaptor earphone box sad
4,Wonderful,good iam struggle adapter hope include adapter
1,Worst experience ever!,get adapter earphone
5,Simply awesome,assume product reasonable price
5,Classy product,iphone good phone box charger air pod mobile data cable box
3,Decent product,want use phone six hour day minimal phone user go
5,Great product,perfect budget phone apple
4,Good choice,overall goodie applebut come without adapter earphonesand remember charge cable type lightning port
5,Awesome,pro feel good performance good good quality building good display siri work goodcons display size small poor battery backup
5,Excellent,needless saysleek tiny handy smootheverything single one
5,Terrific purchase,superb phone
5,Worth every penny,super fast delivery yet open box comeback detail review
4,Worth the money,good want small device
5,Super!,iphone fan go iti get awesome dealcamera quality awesome battery performance bad use phone lot day definitely get irritated battery performance
5,Mind-blowing purchase,want le iphone there absolutely nothing wrong great camera decent battery always great performance totally recommend
5,Simply awesome,awesome
1,Useless product,worst battery life even heavy user
5,Wonderful,excellent dealt bbdgreat phone handy
5,Mind-blowing purchase,apple thats
5,Best in the market!,apple mobile love
5,Awesome,best phone
3,Fair,charger earbuds include
3,Fair,battery much disappointing problem
3,Good,pro awesome camerastylish designpremium feelsuper inbuilt musicconsaverage battery lifesmall screenblack phone collect finger print lot back side annoyinglike iphones selfie reversal leave right phone weird
5,Classy product,lucky phone
5,Must buy!,god grace receive original iphone se iphone purchase flippant far point phone definitely faster one segment
1,Useless product,phone week old battery health already disturb
5,Highly recommended,amaze camera performance
5,Just wow!,performance good
4,Value for Money,value money someone look small screen power pack processor look simple nonsense phone wish apple could improve battery life phone
3,Good,camera awsomedisappointed battery lifeand find hang issue month usage
5,Mind-blowing purchase,obviously buy phone android last year maybe iphone last forever buy android phone price fool
5,Wonderful,splendid performance best segment camera quality good one problem well otherwise phone awesome
4,Pretty good,awesome device good carrytouch greatpicture quality good
5,Awesome,excellent product earlier use small screen product seem excellent experience thing screen time battery life poor rest excellentthanks supplier product delivery
5,Super!,really value money every angle talk display phone one thing deactivate You battery otherwise single one mistake special editionthanksmyanjan
5,Terrific,value money picture quality amaze usual apple rock wonderful o gui
5,Highly recommended,awesome phone awesome performance
5,Classy product,great camera great performance great processor battery little bit issue overall mobile best budget segment
1,Terrible product,defective battery device actual battery health drop lot within two month
5,Wonderful,camera doubt awesome
5,Super!,apple quality concern user best class phone se make india
1,Useless product,two month today sudden able listen voice person phone
5,Terrific,camera performance best class display battery life average price bracket bionic conservative small task big task like game render videos battery drop quickly casual task last whole day
4,Good quality product,get great performance top notch quality overall great buy battery could better
4,Good choice,battery camera could better night mode available phone
5,Classy product,awesome
5,Simply awesome,camera quality light performance lit battery okay last hour medium usage hour excessive usage hour light usagebattery standby time awesome portrait camera experience
5,Best in the market!,nice one picture
5,Brilliant,use small beast get apple company world go good battery life comparatively everything else awesome
5,Awesome,great phone nice camera
5,Worth every penny,get product diwali sale performance well expect single charge go whole daydepend usage totally satisfied device get somewhere justifies late bionic chip yeah apple logo
5,Perfect product!,value money product
5,Best in the market!,everything good apart battery life charger come take charge phone
5,Awesome,wow
5,Worth every penny,product amazing
5,Wonderful,super performance iphone amaze camera
1,Unsatisfactory Never buy anything from Flipkart. My Last.,never buy anything flippant apple product standard flippant simply ridiculous red class place buy show exchange policy minimum pay back return iphone even glass scratch touchscreen work bogus platform show delivery boy come exchange old phone say glass scratch half touchscreen work instead force pay exchange value
5,Simply awesome,love phone
4,Good quality product,good mobile
5,Great product,awesome product happy fist phone life
3,Good,get slightly damage product dot screen dont expect apple quality compromise way
5,Fabulous!,nice performance ever
5,Fabulous!,nice phone value money go iphone se phone
5,Terrific purchase,superb phone bionic chip
5,Best in the market!,good handy mobile moderate user
4,Nice product,feel happy iphone se first apple phonetic You flippant
5,Best in the market!,best price range You lightly disappointed battery You use phone time ok battery
5,Brilliant,nice camera
4,Very Good,good product value money
1,Utterly Disappointed,issue iphone one star due purchase experience flippant item purchase exchange however flippant representative give kind reason phone exchange ask difference amount hence horrible experience likely return flippant due
4,Nice product,best performance
5,Super!,get mobile great indian sale apple flagship feel premium excellent camerasbut battery little problem compromiseremaining excellent
5,Wonderful,white colour look awesome always want black display white back love
5,Super!,amaze phone super
5,Wonderful,phone great single camera well company 's quad cam
5,Classy product,great deal
4,Good choice,overall like phone design look similar iphone performance way well bionic battery backup average battery drain fast compare one price fine
5,Best in the market!,regularly use iphone iphone se brilliant performance well
5,Must buy!,good
5,Highly recommended,thankyou flippant give pin amazing price segment
5,Super!,best camera phone
5,Simply awesome,nice
5,Perfect product!,superb camera beast performance value money
5,Perfect choice,iphone se one best value phone especially like idea own small handset
1,Don't waste your money,purchase throughout big billion day otherwise get foolledbecause lose around regard
5,Fabulous!,best budget phone
4,Value-for-money,product awesome
5,Highly recommended,great flip card big billion day thanks
5,Classy product,amaze
5,Awesome,value money
4,Wonderful,motherboard dead within day use apple send replacement great apple side delivery great time motherboard issue really scared black colour dope double tap back take screenshot good addition well nothing fingerprint thing real bug anyone You touch home button even mistake set ur fingerprint open thats able open brother
4,Pretty good,performance stun except battery battery hardly last continuous call hour second mobile happy go primary one think twice buy buy along powerball
5,Mind-blowing purchase,apart battery phone excellent use battery really bad bionic processor performance amaze phone camera good
2,Moderate,day mobile phone important thing battery back upin phone battery back bad full charge work hour without call usage mah battery
3,Decent product,hi everyone use iphone last daysbestcamera display excellentaveragewith full charge unable use one day battery discharge quickly use call youtube look battery performance dot buy iphone se
5,An Excellent Phone,nice phone apple surprisingly country origin china get option update phone software transfer message contact calendar use move whatsapp transfer use third party application cost around You pay use papal
5,Terrific purchase,awesome phone worth buy
3,Just okay,bad decision rather compromise buy dated iphone look like old use iphone ordinary look battery job apple must put recycled component older unsold recall unit abandon idea regret
5,Perfect product!,upgraded iphone se compact powerful phone
4,Wonderful,display little small
5,Simply awesome,awesome product
3,Does the job,camera good average
5,Super!,perfect mummy
4,Worth the money,fantastic phone camera video quality totally amazing worth every penny lil drawback battery otherwise love
5,Great product,best product value money
5,Must buy!,fantastic product applebest iphone first time iphone user
5,Terrific purchase,nice phone battery issue
5,Great product,usual excellent
5,Highly recommended,perfect small size phone
5,Terrific,good
5,Highly recommended,apple favourite star
5,Fabulous!,look first iphone go value money product performance like iphone bionic chip iphone
5,Must buy!,hold vim tall time switch
5,Classy product,awesome
5,Simply awesome,product value money overall good experience product
5,Awesome,fabulous
5,Classy product,good phone indian
5,Highly recommended,excellent phone
4,Wonderful,thought would compromise battery speed technology poor network reception much happy
5,Excellent,
5,Simply awesome,ny phone
4,Pretty good,phone good wish ship instead overall good product
5,Wonderful,love iphone beautiful phone
2,Slightly disappointed,bad battery backup
5,Best in the market!,good phone
5,Perfect product!,two month work great love
5,Worth every penny,everything excellent
3,Good,phone really good love take photo phone issue battery life battery drain fast thats bite disappointing need keep check battery time truly value money
5,Fabulous!,nice
5,Excellent,amaze
4,Good quality product,iphone choice like small handy powerful device delivery service flippant seller courier partner delivery slow frustrating
5,Classy product,awesome mobile please go
5,Super!,good
4,Delightful,awesome camera great product
3,Just okay,battery drain quickly lack battery optimization long usage
4,Delightful,superb camera excellent really nice
5,Awesome,proud
5,Must buy!,except small display get usual goodness iphone battery backup could slightly better
4,Nice product,super awesome
5,A Great Phone,two month usage pretty happy phone
5,Classy product,best mobile phone
5,Must buy!,wow say display camera performance everything fault battery twice day need charge even though charge fast plus point
5,Fabulous!,apple budget phone amaze battery life good premium feel thanks flippant fast secure delivery
5,Classy product,replace cheap iphone available good buy You want upgradelook feel You dont wan na shell heavy go cheap buy
5,Fabulous!,right time enter apple iphone se low budget big benefit
5,Fabulous!,perfect product
5,Wonderful,handy
5,Worth every penny,review month extensive sean iphone never disappoint chose iphone world class performance make absolutely correct choicethanks steve
5,Fabulous!,awesome bloom new red generation
5,Fabulous!,beautiful iphone worth money
5,Terrific purchase,nice product mobile phone good delivery late date
5,Worth every penny,best performance phone price range small fast battery drainage issue charger charge phone quickly almost hour really impressed
5,Excellent,awesome
5,Awesome,wait size performance since age best best
5,Worth every penny,best phone small cute powerful everything good
3,Does the job,phone feature good worth every penny You spend reason give star phone flippant dealer product come without invoice
4,Delightful,nice product need improve battery performance
5,Best Budget buy,upgraded iphone iphone se worth
5,Wonderful,nothing like anything
4,Nice product,bhai kara battery ache hi hai normal us good satisfy
1,Utterly Disappointed,purchased product month able use phone pathetic experience complete flickeringwhen raise concern flippant say reach apple dont buy flippant responsibility take themwaste money
5,Perfect product!,excellent product
3,Does the job,phone expect camera improvement last iphone se gen however battery poor drain battery standby year old iphone se gen
5,Just wow!,superb performance
5,Best in the market!,first ever iphone look good drain battery fast still iphone
3,Fair,awesome productthose want buy budget iphone go iphone se performance super battery life average excellent
5,Great product,powerful beast powerful phone size
5,Perfect product!,good
5,Recommended for anyone planning to buy iPhone within 40k,pro excellent performance display good touch smooth light weighted phone handycons battery life last day normal usage hour high performance gameshotspotgps
5,Fabulous!,fabulous phone feel premium love compact form factor
5,Perfect product!,camera awesome battery get drain automatically phone use non functional good
4,Wonderful,usual apple You charge two time day
4,Wonderful,value money
4,Good quality product,must buy compromise battery life screen size
5,Simply awesome,best iphone camera quality good
4,Very Good,best iphone evercamera battery backup performance good compact powerful
5,Excellent,highly recommended
5,Awesome,nice phone battery low quality
4,Good choice,price post doc offer believe new iphone se good secondary devicetheres absolutely way use primary phone battery huge bottleneck iphone nails basic apart small bottleneck form network strength strange reason wifi network reception underwhelming slow wifi cardconclusion recommend
4,Pretty good,screen size seem small battery also small need charge camera good feature fine
5,Best in the market!,love display camera performance good overall worth buying
5,Brilliant,want add complete mobile protection year kindly guide
5,Highly recommended,superb product apple logo bottom
4,Good choice,everything fine except battery life
3,Decent product,good
5,Terrific,trust guy think buy beast go without second thought regret bit score
5,Best in the market!,definitely go youve think brainless compact smartphone powerful processor outstanding performance always
5,Super!,You time iphone user start bit difficult time You understand battery life good love camera yo add phone size iphone purchasing sure size
5,Awesome,best phoneiphone iphone
4,Wonderful,nice phone
3,Does the job,ok ok okayyyyyyyyy
5,Perfect product!,gooooooood
5,Worth every penny,phone jewel phone kind feel premium
3,Fair,phone lie much doubt phone iphone se iphone ply dont make fool iphone se specification
5,Excellent,value money awesome iphone
5,Worth every penny,good productive
5,Perfect product!,tiny iphone great feature om mobile
5,Must buy!,front cam useless display good per size good performance battery average rear cam good
5,Highly recommended,purchase iphone se flipkartit ’ s awesome experience infact phone come early alsoiam excite happy
5,Brilliant,camera quality superb compact iphone
5,Perfect product!,great phone opinion camera good problem phone battery
4,Nice product,nice one
5,Wonderful,perfect fit punch lot power literally
5,Great product,good phone priceaverage use battery may last day tweak like power save low brightness use heavy user budget get lot ask foradvantages fingerprint small size highlight iphone se
4,Worth the money,switch android mobile iphone iphone se worth
4,Nice product,jabardast phone easy use even single hand light
3,Does the job,thing i 'm regret battery battery drain fastgreat screen time youtube person gamer go otherwise expect battery everything fine
5,Terrific,phone exceptionally good late iphone software make reward late feature worth buying
5,Excellent,classic phone feature pack
5,Awesome,superb
5,Highly recommended,previously use iphone use se display size iphone handy usethe regression purchase happy use new feature configuration compare iphone
5,Fabulous!,best range
5,Perfect product!,excellent product
5,Wonderful,nice handy iphone
5,Classy product,switch android island way great decision awsomethis phone small iphone
5,feel the premium,feel power worth iphone
5,Best in the market!,great series apple low budget
4,Really Nice,good phone battery little disappointed
5,Perfect product!,nice product
5,Mind-blowing purchase,really good mobile handy use light weight poor batterybackup
4,Good phone except for battery performance,great performance wonderful finishbattery power satisfactory
5,Worth every penny,except battery performance everything good
3,Good,much cost reasonable
5,Simply awesome,thank flippant time deliveryvery amaze product launch apple shota packet bada dhamaka thank doc card huge discount
5,Best in the market!,good
4,Pretty good,iphone work like appleonly thing battery low compare android phone marketbut good quality user
5,Terrific,simply amaze
5,Terrific purchase,apple stuff always awesome
5,Excellent,awesome phone
5,Terrific purchase,exigent
4,Good quality product,satisfied
5,Best in the market!,value money product
5,Fabulous!,amaze
4,Good choice,good
5,Fabulous!,best segment
5,Brilliant,best smartphone bionic chip fantastic camera quality price range must say budget iphone
5,Great product,good phone battery work full day drain fast may time normal use turn hotspot
5,Best in the market!,iphone rename maybe well processor
5,Just wow!,amaze
5,Fabulous!,delivery speed amaze book next morning get product really fast delivery
4,Wonderful,good
5,Great product,great value money
5,Simply awesome,may end decide phone research one month finally buy last week june use device tee week give two cent herenote moderator user spent mobile time youtube browse what 's app others play basic game sudoku call break game hence usage moderate level love phone everything perfect know look battery straight an
4,Really Nice,screen seem little compare modern day device otherwise phone really powerful decent camera
4,Wonderful,overall phone good battery drain fast one need charge twice daily hour
4,Battery will be product killer,iphone love every aspect design performance however bad battery life kill overall experience like retrofit marinara eo battery tesla model ad constant anxiety battery
5,Fabulous!,every one talk battery accord play asphalt hour watch movie online hour battery drop work continuously dna felt heat problem charge time quiet descent take charge accord worth thank
5,Perfect product!,everything good battery poor
5,Perfect product!,first plan buy iphone thought logically use phone compromise camera display sizebeing regular camera user big fan large screen mobilethis perfect combination performance cost effective product
5,Fabulous!,use phone last one week awesome power pack negative part batterylife even though last day normal usage phone simply great small cute
5,Perfect product!,dream come true
5,Super!,best
5,Mind-blowing purchase,excellent
5,Wonderful,beauty iphones class apart best part without spectacle able read even fine texts otherwise impossible phone display clarity world premium feel
5,Just wow!,think much You service fast
5,Great product,awesome product best iphone class feature specification
5,Simply awesome,awesome phone
4,Very Good,first apple phone long year android usage simply love flamboyant feature work like charm
5,Super!,best camera performance
3,Good,serious issue battery drain automatically every min battery drain tried everything optimism battery usage nothing workedwant see service centre soon thishowever phone whole good battery really big pain
4,Delightful,battery life less
5,Wonderful,excellent
5,Must buy!,worth purchase beastgreat camera day lightendless performance con battery last day ratingsdesign camera display performance battery
4,Really Nice,everything top notch except battery charge drain soon even moderate usage
5,Highly recommended,firstly thanks full flippant fastestdelivery mobile well work camera excellent camera sensor sight co si sensor give detailed image videos feature also perfect
2,Moderate,battery big time issue one phone many apps default install bluetooth active handset send receive file happen file management good version file manager instal screen display small card slot say dual sim second sim sim solve purpose great feature okay okay product
5,Brilliant,amaze iphone best price amaze battery life late o
5,Terrific purchase,super
